gdhA: HAIN001_00203	HAIN002_00273	HAIN003_00473	HAIN004_00707	HAIN005_01972	HAIN006_01111	HAIN007_00257	HAIN008_00454	HAIN009_00399	HAIN010_00871
yccA: HAIN001_00045	HAIN002_00045	HAIN003_00638	HAIN004_00535	HAIN005_00048	HAIN006_00050	HAIN007_00045	HAIN008_00608	HAIN009_00663	HAIN010_01532
lnpD: HAIN001_00380	HAIN002_00452	HAIN003_00243	HAIN004_00918	HAIN005_00302	HAIN006_00932	HAIN007_00492	HAIN008_00229	HAIN009_00221	HAIN010_00093
hcaT: HAIN001_00337	HAIN002_00411	HAIN003_00296	HAIN004_00875	HAIN005_00257	HAIN006_00977	HAIN007_00453	HAIN008_00274	HAIN009_00262	HAIN010_01775
group_1633: HAIN001_01016	HAIN002_01078	HAIN003_01444	HAIN004_01674	HAIN005_01318	HAIN006_00179	HAIN007_01144	HAIN008_01382	HAIN009_01439	HAIN010_00584
thrS: HAIN001_01430	HAIN002_01676	HAIN003_00898	HAIN004_00098	HAIN005_00697	HAIN006_01598	HAIN007_01583	HAIN008_00856	HAIN009_01039	HAIN010_01106
glmU: HAIN001_00693	HAIN002_00729	HAIN003_01804	HAIN004_01298	HAIN005_01609	HAIN006_00540	HAIN007_00819	HAIN008_01726	HAIN009_01856	HAIN010_00276
aroB: HAIN001_00222	HAIN002_00292	HAIN003_00451	HAIN004_00728	HAIN005_01993	HAIN006_01092	HAIN007_00276	HAIN008_00435	HAIN009_00380	HAIN010_01651
rsmI: HAIN001_01729	HAIN002_01815	HAIN003_00784	HAIN004_00379	HAIN005_00570	HAIN006_01295	HAIN007_01888	HAIN008_00747	HAIN009_00803	HAIN010_01310
group_712: HAIN001_00392	HAIN002_00465	HAIN003_00230	HAIN004_00932	HAIN005_00314	HAIN006_00920	HAIN007_00504	HAIN008_00217	HAIN009_00208	HAIN010_01708
rpmC: HAIN001_00850	HAIN002_00916	HAIN003_01624	HAIN004_01498	HAIN005_01483	HAIN006_00354	HAIN007_00974	HAIN008_01569	HAIN009_01617	HAIN010_00470
group_698: HAIN001_00270	HAIN002_00336	HAIN003_00368	HAIN004_00771	HAIN005_00189	HAIN006_01046	HAIN007_00307	HAIN008_00359	HAIN009_00337	HAIN010_00026
rnhB: HAIN001_01126	HAIN002_01162	HAIN003_01359	HAIN004_01785	HAIN005_01191	HAIN006_01984	HAIN007_01265	HAIN008_01295	HAIN009_01349	HAIN010_00724
trpG_1: HAIN001_01453	HAIN002_01651	HAIN003_00922	HAIN004_00139	HAIN005_00719	HAIN006_01574	HAIN007_01604	HAIN008_00878	HAIN009_01017	HAIN010_01127
rfaQ: HAIN001_00286	HAIN002_00351	HAIN003_00349	HAIN004_00819	HAIN005_00206	HAIN006_01028	HAIN007_00339	HAIN008_00327	HAIN009_00322	HAIN010_00011
ybfA: HAIN001_01605	HAIN002_01507	HAIN003_01060	HAIN004_00062	HAIN005_00842	HAIN006_01637	HAIN007_01741	HAIN008_01022	HAIN009_01070	HAIN010_01058
nusB: HAIN001_01368	HAIN002_01518	HAIN003_01046	HAIN004_00278	HAIN005_00811	HAIN006_01479	HAIN007_01506	HAIN008_00994	HAIN009_00887	HAIN010_01071
rsmJ: HAIN001_00915	HAIN002_00981	HAIN003_01559	HAIN004_01565	HAIN005_01418	HAIN006_00288	HAIN007_01039	HAIN008_01505	HAIN009_01553	HAIN010_01644
rsfS: HAIN001_00035	HAIN002_00035	HAIN003_00648	HAIN004_00525	HAIN005_00038	HAIN006_00040	HAIN007_00035	HAIN008_00618	HAIN009_00673	HAIN010_01522
rpsS: HAIN001_00846	HAIN002_00912	HAIN003_01628	HAIN004_01494	HAIN005_01487	HAIN006_00358	HAIN007_00970	HAIN008_01573	HAIN009_01621	HAIN010_00466
polA: HAIN001_00922	HAIN002_00988	HAIN003_01551	HAIN004_01573	HAIN005_01411	HAIN006_00281	HAIN007_01046	HAIN008_01498	HAIN009_01545	HAIN010_01633
hemH: HAIN001_01227	HAIN002_01258	HAIN003_01254	HAIN004_01892	HAIN005_01097	HAIN006_01887	HAIN007_01363	HAIN008_01200	HAIN009_01247	HAIN010_01459
folE: HAIN001_01520	HAIN002_01572	HAIN003_00987	HAIN004_00219	HAIN005_00764	HAIN006_01527	HAIN007_01706	HAIN008_00939	HAIN009_00942	HAIN010_01191
rpoC: HAIN001_00542	HAIN002_00609	HAIN003_00083	HAIN004_01165	HAIN005_01779	HAIN006_00702	HAIN007_00669	HAIN008_00073	HAIN009_00063	HAIN010_00348
cyaY: HAIN001_00789	HAIN002_00860	HAIN003_01693	HAIN004_01434	HAIN005_01535	HAIN006_00407	HAIN007_00917	HAIN008_01623	HAIN009_01674	HAIN010_00168
tpx: HAIN001_00814	HAIN002_00881	HAIN003_01668	HAIN004_01461	HAIN005_01514	HAIN006_00385	HAIN007_00939	HAIN008_01600	HAIN009_01653	HAIN010_00186
yajC: HAIN001_00265	HAIN002_00331	HAIN003_00373	HAIN004_00766	HAIN005_00182	HAIN006_01053	HAIN007_00312	HAIN008_00364	HAIN009_00342	HAIN010_00056
yidC: HAIN001_01070	HAIN002_01126	HAIN003_01396	HAIN004_01729	HAIN005_01228	HAIN006_00128	HAIN007_01195	HAIN008_01332	HAIN009_01390	HAIN010_00635
pykA: HAIN001_01647	HAIN002_01393	HAIN003_01103	HAIN004_00011	HAIN005_00963	HAIN006_01755	HAIN007_01812	HAIN008_01064	HAIN009_01114	HAIN010_01233
rpsR: HAIN001_00573	HAIN002_00640	HAIN003_00050	HAIN004_01197	HAIN005_01745	HAIN006_00671	HAIN007_00700	HAIN008_00041	HAIN009_00038	HAIN010_00189
uppS: HAIN001_00985	HAIN002_01046	HAIN003_01484	HAIN004_01643	HAIN005_01354	HAIN006_00216	HAIN007_01109	HAIN008_01420	HAIN009_01470	HAIN010_00556
kdsA: HAIN001_01632	HAIN002_01482	HAIN003_01087	HAIN004_00034	HAIN005_00867	HAIN006_01662	HAIN007_01766	HAIN008_01049	HAIN009_01095	HAIN010_01032
iscA: HAIN001_00402	HAIN002_00475	HAIN003_00220	HAIN004_00942	HAIN005_00324	HAIN006_00910	HAIN007_00514	HAIN008_00207	HAIN009_00198	HAIN010_01718
rpsT: HAIN001_01033	HAIN002_01094	HAIN003_01428	HAIN004_01691	HAIN005_01261	HAIN006_00163	HAIN007_01160	HAIN008_01365	HAIN009_01423	HAIN010_00600
trmO: HAIN001_00538	HAIN002_00607	HAIN003_00085	HAIN004_01163	HAIN005_01781	HAIN006_00704	HAIN007_00667	HAIN008_00075	HAIN009_00065	HAIN010_00350
ychF: HAIN001_00422	HAIN002_00494	HAIN003_00199	HAIN004_01031	HAIN005_01897	HAIN006_00821	HAIN007_00533	HAIN008_00188	HAIN009_00178	HAIN010_01737
cvpA: HAIN001_01271	HAIN002_01301	HAIN003_01209	HAIN004_01943	HAIN005_01052	HAIN006_01844	HAIN007_01409	HAIN008_01156	HAIN009_01204	HAIN010_00905
group_182: HAIN001_01380	HAIN002_01539	HAIN003_01022	HAIN004_00255	HAIN005_00799	HAIN006_01491	HAIN007_01528	HAIN008_00971	HAIN009_00908	HAIN010_01083
group_337: HAIN001_00468	HAIN002_00538	HAIN003_00154	HAIN004_01085	HAIN005_01850	HAIN006_00775	HAIN007_00577	HAIN008_00144	HAIN009_00134	HAIN010_00038
proB: HAIN001_00966	HAIN002_01027	HAIN003_01502	HAIN004_01623	HAIN005_01373	HAIN006_00235	HAIN007_01090	HAIN008_01440	HAIN009_01489	HAIN010_00537
dmsD: HAIN001_01113	HAIN002_01147	HAIN003_01373	HAIN004_01772	HAIN005_01202	HAIN006_02035	HAIN007_01251	HAIN008_01308	HAIN009_01361	HAIN010_00662
group_3747: HAIN001_00276	HAIN002_00341	HAIN003_00360	HAIN004_00791	HAIN005_00196	HAIN006_01038	HAIN007_00329	HAIN008_00337	HAIN009_00332	HAIN010_00021
pfkA: HAIN001_01051	HAIN002_01108	HAIN003_01413	HAIN004_01706	HAIN005_01246	HAIN006_00146	HAIN007_01177	HAIN008_01350	HAIN009_01408	HAIN010_00617
ybgC: HAIN001_00414	HAIN002_00487	HAIN003_00207	HAIN004_01022	HAIN005_01904	HAIN006_00828	HAIN007_00526	HAIN008_00195	HAIN009_00186	HAIN010_01730
dusA: HAIN001_00685	HAIN002_00722	HAIN003_01811	HAIN004_01289	HAIN005_01616	HAIN006_00547	HAIN007_00812	HAIN008_01733	HAIN009_01863	HAIN010_00269
ruvB_2: HAIN001_01294	HAIN002_01799	HAIN003_00802	HAIN004_00362	HAIN005_00586	HAIN006_01311	HAIN007_01432	HAIN008_00763	HAIN009_00820	HAIN010_00930
sucC: HAIN001_01261	HAIN002_01291	HAIN003_01219	HAIN004_01931	HAIN005_01062	HAIN006_01854	HAIN007_01399	HAIN008_01167	HAIN009_01214	HAIN010_00895
pyrE: HAIN001_00297	HAIN002_00362	HAIN003_00337	HAIN004_00832	HAIN005_00217	HAIN006_01016	HAIN007_00350	HAIN008_00315	HAIN009_00310	HAIN010_01814
group_3879: HAIN001_00968	HAIN002_01029	HAIN003_01500	HAIN004_01625	HAIN005_01371	HAIN006_00233	HAIN007_01092	HAIN008_01438	HAIN009_01487	HAIN010_00539
frdD: HAIN001_00899	HAIN002_00965	HAIN003_01577	HAIN004_01547	HAIN005_01434	HAIN006_00304	HAIN007_01023	HAIN008_01521	HAIN009_01569	HAIN010_00517
rpoH: HAIN001_00294	HAIN002_00359	HAIN003_00340	HAIN004_00829	HAIN005_00214	HAIN006_01019	HAIN007_00347	HAIN008_00318	HAIN009_00313	HAIN010_00002
dsbD: HAIN001_00951	HAIN002_01010	HAIN003_01520	HAIN004_01607	HAIN005_01388	HAIN006_00251	HAIN007_01075	HAIN008_01456	HAIN009_01504	HAIN010_00085
rlmE: HAIN001_01397	HAIN002_01556	HAIN003_01005	HAIN004_00237	HAIN005_00783	HAIN006_01508	HAIN007_01544	HAIN008_00955	HAIN009_00924	HAIN010_01161
pyrD: HAIN001_01468	HAIN002_01634	HAIN003_00939	HAIN004_00152	HAIN005_00734	HAIN006_01559	HAIN007_01618	HAIN008_00893	HAIN009_01005	HAIN010_01139
rplY: HAIN001_01701	HAIN002_01333	HAIN003_01171	HAIN004_01981	HAIN005_01019	HAIN006_01812	HAIN007_01861	HAIN008_01122	HAIN009_01172	HAIN010_01288
serA: HAIN001_00495	HAIN002_00566	HAIN003_00126	HAIN004_01115	HAIN005_01824	HAIN006_00747	HAIN007_00625	HAIN008_00117	HAIN009_00106	HAIN010_00135
